"symbol";"sum(2020)_Accounts Payable";"sum(2020)_Accounts Receivable";"sum(2020)_Basic EPS";"sum(2020)_Capital Expenditure";"sum(2020)_Cash And Cash Equivalents";"sum(2020)_Cash Flowsfromusedin Operating Activities Direct";"sum(2020)_Cost Of Revenue";"sum(2020)_Current Assets";"sum(2020)_Current Liabilities";"sum(2020)_End Cash Position";"sum(2020)_Gross Profit";"sum(2020)_Net Income";"sum(2020)_Operating Expense";"sum(2020)_Operating Income";"sum(2020)_Total Assets";"sum(2020)_Total Equity Gross Minority Interest";"sum(2020)_Total Liabilities Net Minority Interest";"sum(2020)_Total Non Current Assets";"sum(2020)_Total Non Current Liabilities Net Minority Interest";"sum(2020)_Total Revenue";"sum(2021)_Accounts Payable";"sum(2021)_Accounts Receivable";"sum(2021)_Basic EPS";"sum(2021)_Capital Expenditure";"sum(2021)_Cash And Cash Equivalents";"sum(2021)_Cash Flowsfromusedin Operating Activities Direct";"sum(2021)_Cost Of Revenue";"sum(2021)_Current Assets";"sum(2021)_Current Liabilities";"sum(2021)_End Cash Position";"sum(2021)_Gross Profit";"sum(2021)_Net Income";"sum(2021)_Operating Expense";"sum(2021)_Operating Income";"sum(2021)_Total Assets";"sum(2021)_Total Equity Gross Minority Interest";"sum(2021)_Total Liabilities Net Minority Interest";"sum(2021)_Total Non Current Assets";"sum(2021)_Total Non Current Liabilities Net Minority Interest";"sum(2021)_Total Revenue";"sum(2022)_Accounts Payable";"sum(2022)_Accounts Receivable";"sum(2022)_Basic EPS";"sum(2022)_Capital Expenditure";"sum(2022)_Cash And Cash Equivalents";"sum(2022)_Cash Flowsfromusedin Operating Activities Direct";"sum(2022)_Cost Of Revenue";"sum(2022)_Current Assets";"sum(2022)_Current Liabilities";"sum(2022)_End Cash Position";"sum(2022)_Gross Profit";"sum(2022)_Net Income";"sum(2022)_Operating Expense";"sum(2022)_Operating Income";"sum(2022)_Total Assets";"sum(2022)_Total Equity Gross Minority Interest";"sum(2022)_Total Liabilities Net Minority Interest";"sum(2022)_Total Non Current Assets";"sum(2022)_Total Non Current Liabilities Net Minority Interest";"sum(2022)_Total Revenue";"sum(2023)_Accounts Payable";"sum(2023)_Accounts Receivable";"sum(2023)_Basic EPS";"sum(2023)_Capital Expenditure";"sum(2023)_Cash And Cash Equivalents";"sum(2023)_Cash Flowsfromusedin Operating Activities Direct";"sum(2023)_Cost Of Revenue";"sum(2023)_Current Assets";"sum(2023)_Current Liabilities";"sum(2023)_End Cash Position";"sum(2023)_Gross Profit";"sum(2023)_Net Income";"sum(2023)_Operating Expense";"sum(2023)_Operating Income";"sum(2023)_Total Assets";"sum(2023)_Total Equity Gross Minority Interest";"sum(2023)_Total Liabilities Net Minority Interest";"sum(2023)_Total Non Current Assets";"sum(2023)_Total Non Current Liabilities Net Minority Interest";"sum(2023)_Total Revenue"
"SRSN";1.584849E10;1.81455713E11;7.33;-5.6435224E10;4.0472889E10;5.784321E9;6.99831445E11;5.79393962E11;2.66837335E11;4.0472889E10;1.91165421E11;4.4152245E10;1.10324679E11;8.0840742E10;9.06846895E11;5.87887398E11;3.18959497E11;3.27452933E11;5.2122162E10;8.90996866E11;3.024926E10;1.22670238E11;4.41;-1.8283779E10;2.4461897E10;7.6373971E10;7.40039641E11;5.28387932E11;2.13017466E11;2.4461897E10;1.67793008E11;2.6542985E10;1.10317367E11;5.7475641E10;8.60162908E11;6.08207428E11;2.5195548E11;3.31774976E11;3.8938014E10;9.07832649E11;2.0851894E10;1.81007017E11;5.59;-7.944902E9;1.4505411E10;2.4091201E10;7.92043776E11;5.38289996E11;1.9118851E11;1.4505411E10;1.85663815E11;3.3640328E10;1.36474759E11;4.9189056E10;8.76602301E11;6.58342429E11;2.18259872E11;3.38312305E11;2.7071362E10;9.77707591E11;2.6199188E10;1.84270692E11;5.59;-1.9835522E10;1.8160023E10;3.6606819E10;7.88700768E11;5.92551321E11;2.05361384E11;1.8160023E10;2.38004676E11;5.8018151E10;1.49701022E11;8.8303654E10;9.36697851E11;7.1058752E11;2.26110331E11;3.4414653E11;2.0748947E10;1.026705444E12
"SRTG";0.0;8.054E10;653.0;-5.0E8;4.30605E11;3.66699E11;1.04426E11;7.28607E11;1.1748E10;4.30605E11;9.082275E12;8.825428E12;7.7801E10;9.004474E12;3.5048949E13;3.1396627E13;3.652322E12;3.4320342E13;3.640574E12;9.186701E12;0.0;8.59198E11;1846.0;-4.53E8;4.62112E11;-3.62643E11;9.4184E10;1.323901E12;1.8101E10;4.62112E11;2.5970717E13;2.48899E13;5.9313E10;2.5911404E13;6.1151527E13;5.6014782E13;5.136745E12;5.9827626E13;5.118644E12;2.6064901E13;0.0;1.247408E12;342.0;-1.401E9;8.62852E11;3.707312E12;9.4978E10;2.254192E12;3.4495E10;8.62852E11;6.243696E12;4.616367E12;1.18363E11;6.125333E12;6.377115E13;5.9816437E13;3.954713E12;6.1516958E13;3.920218E12;6.338674E12;0.0;1.129567E12;-750.0;-8.91E8;6.65225E11;1.407919E12;1.13548E11;2.157697E12;1.088E10;6.65225E11;-1.1116583E13;-1.0149771E13;1.08596E11;-1.1225179E13;5.094512E13;4.8788224E13;2.156896E12;4.8787423E13;2.146016E12;-1.1003035E13
"SSIA";5.32560336417E11;7.04937161032E11;-19.1;-6.5520118618E10;8.50910101599E11;-8.10840016295E11;2.312088982391E12;3.004087951852E12;1.86268765275E12;8.50910101599E11;6.35232303096E11;-8.7542037164E10;5.14041214643E11;1.21191088453E11;7.619976089708E12;4.231074621473E12;3.388901468235E12;4.615888137856E12;1.526213815485E12;2.947321285487E12;5.46951400714E11;7.61527851433E11;-44.02;-2.1503938339E10;7.82185608688E11;-3.4078890873E11;1.8358927015E12;3.008237106998E12;1.451839941799E12;7.82185608688E11;5.17016178957E11;-2.00216687914E11;4.4204753308E11;7.4968645877E10;7.752170523212E12;4.050552753578E12;3.701617769634E12;4.743933416214E12;2.249777827835E12;2.352908880457E12;5.29245797874E11;7.90964006607E11;38.65;-5.4589048358E10;1.13602722002E12;-1.50799754785E11;2.69680384592E12;3.324869202882E12;1.831407799386E12;1.13602722002E12;9.18137376236E11;1.75815035148E11;5.89738662517E11;3.28398713719E11;8.289646306143E12;4.259467653293E12;4.03017865285E12;4.964777103261E12;2.198770853464E12;3.614941222156E12;5.31186102701E11;6.83987720578E11;38.8;-8.6256272145E10;1.219048850104E12;2.57229904188E11;3.21047131518E12;3.234886448886E12;1.521061385408E12;1.219048850104E12;1.327182512121E12;1.76574853281E11;7.27650218969E11;5.99532293152E11;8.41677312928E12;4.443454368823E12;3.973318760457E12;5.181886680394E12;2.452257375049E12;4.537653827301E12
"SSMS";1.25052575E11;4.73389135E11;60.54;-2.1794099E11;1.907844191E12;5.8601318E11;2.213911519E12;3.415644666E12;1.438666723E12;1.907844191E12;1.79721904E12;5.76634024E11;6.57261112E11;1.139957928E12;1.2775930059E13;4.87078642E12;7.905143639E12;9.360285393E12;6.466476916E12;4.011130559E12;3.18127758E11;3.930653E11;159.11;-2.65740457E11;1.984947384E12;1.114556872E12;2.997853995E12;4.63582279E12;2.705037944E12;1.833309893E12;2.205246583E12;1.515514388E12;6.84345522E11;1.520901061E12;1.0705331418E13;1.455683027E12;9.249648391E12;6.069508628E12;6.544610447E12;5.203100578E12;2.22647527E11;8.58254014E11;192.9;-4.05858816E11;1.806836518E12;2.442306662E12;6.935789797E12;4.638955633E12;4.172292592E12;1.806836518E12;4.304429219E12;1.837375968E12;1.876310707E12;2.428118512E12;1.11369098E13;2.044503891E12;9.092405909E12;6.497954167E12;4.920113317E12;1.1240219016E13;3.64280488E11;6.60543943E11;53.78;-4.23579743E11;1.237290419E12;5.94224534E11;7.904355885E12;5.028227209E12;4.754859437E12;1.237290419E12;2.79905596E12;5.12255637E11;1.829755211E12;9.69300749E11;1.1810444633E13;1.98996206E12;9.820482573E12;6.782217424E12;5.065623136E12;1.0703411845E13
"STAA";7.217E10;9.3291E10;37.696358;-2.88095E11;4.40393E11;9.48136E11;3.05849E12;9.4203E11;6.52432E11;4.05974E11;1.145457E12;4.10026E11;3.23427E11;8.2203E11;5.082421E12;2.159213E12;2.923208E12;4.140391E12;2.270776E12;4.203947E12;1.30704E11;3.7137E10;99.036027;-4.77547E11;8.60297E11;1.770527E12;3.61269E12;1.461825E12;8.0816E11;8.60297E11;2.27123E12;1.077222E12;6.11935E11;1.659295E12;5.85858E12;3.098118E12;2.760462E12;4.396755E12;1.952302E12;5.88392E12;1.94994E11;9.0798E10;104.0;-2.1718E11;1.594068E12;1.431297E12;3.99998E12;2.300058E12;8.90815E11;1.594068E12;2.045468E12;1.112582E12;3.8814E11;1.657328E12;7.012183E12;4.64331E12;2.368873E12;4.712125E12;1.478058E12;6.045448E12;1.37279E11;9.3729E10;63.0;-6.25067E11;1.033377E12;1.045411E12;3.876209E12;1.559204E12;7.47248E11;1.033377E12;1.408992E12;6.8188E11;3.80435E11;1.028557E12;6.681163E12;4.803678E12;1.877485E12;5.121959E12;1.130237E12;5.285201E12
"STAR";0.0;2.72551356E8;1.21;-5016500.0;4.313965647E9;8.5311281185E10;2.86112783E9;4.96511685073E11;1.637129296E9;4.313965647E9;7.9827349E7;5.808132877E9;5.142208374E9;-5.062381025E9;4.97557497473E11;4.95839212552E11;1.718284921E9;1.0458124E9;8.1155625E7;2.940955179E9;0.0;3.69906105E8;2.19;-5016500.0;4.3581078166E11;1.21885371191E11;3.214176824E9;5.07212912939E11;1.62158598E9;4.3581078166E11;6.82370643E8;1.0513057064E10;3.695834525E9;-3.013463882E9;5.0844713469E11;5.06379067845E11;2.068066845E9;1.234221751E9;4.46480865E8;3.896547467E9;0.0;3.96214949E8;0.365;-5016500.0;2.48197334677E11;6.26400507E8;3.582715376E9;5.08828505827E11;1.045429058E9;2.48197334677E11;9.45179805E8;1.749837683E9;3.846832696E9;-2.901652891E9;5.09387241941E11;5.08123816657E11;1.263425284E9;5.58736114E8;2.17996226E8;4.527895181E9;0.0;3.654946E8;0.365;-8210000.0;2.5140309592E11;-8.7460902E7;4.153360459E9;5.10958745496E11;1.108400553E9;2.5140309592E11;5.84823563E8;2.730152197E9;4.171857553E9;-3.58703399E9;5.12334216189E11;5.10849684197E11;1.484531992E9;1.375470693E9;3.76131439E8;4.738184022E9
"STRK";3.4028597813E10;2.2696746999E10;-0.695676;-4.97783834E8;1.15754415E8;-4.81630949E8;4.097616083E9;2.7224701927E10;3.9896566095E10;1.15754415E8;1.991440602E9;-7.458836347E9;4.126445571E9;-2.135004969E9;3.7393171178E10;-4.2600901662E10;7.999407284E10;1.0168469251E10;4.0097506745E10;6.089056685E9;3.4838776716E10;2.5248717291E10;-0.67464;-1800000.0;7.6942991E7;3.23284313E8;3.90357952E9;3.0517018473E10;5.1640521021E10;7.6942991E7;6.22198875E9;-7.233296444E9;4.50314373E9;1.71884502E9;3.9302271646E10;-4.9839451903E10;8.9141723549E10;8.785253173E9;3.7501202528E10;1.012556827E10;4.835130331E9;1.5546661365E10;0.42499;-3.16019336E9;1.216751499E9;1.279671978E9;1.0205358312E10;2.9362361239E10;3.1170823359E10;1.216751499E9;2.0732468376E10;4.556617094E9;6.938562528E9;1.3793905848E10;3.9243837039E10;-2.8090670006E10;6.7334507045E10;9.8814758E9;3.6163683686E10;3.0937826688E10;2.403701527E9;1.4104109744E10;0.42499;-6.103218457E10;6.6051952547E10;-6.086256626E9;1.4640033236E10;9.5026166234E10;5.268347295E9;6.6051952547E10;2.4644062503E10;1.0978952399E10;2.9578794465E10;-4.934731962E9;1.65208184664E11;1.52887619024E11;1.232056564E10;7.018201843E10;7.052218345E9;3.9284095739E10
"STTP";2.55487700935E11;4.47594075109E11;479.82;-2.55934286158E11;1.43139894175E11;9.26245668352E11;2.776101376253E12;1.505872822478E12;6.26131203549E11;1.43139894175E11;1.070198878572E12;6.28562854883E11;2.68003856285E11;8.02195022287E11;3.448995059882E12;2.673298199144E12;7.75696860738E11;1.943122237404E12;1.49565657189E11;3.846300254825E12;3.0737607492E11;4.75980801836E11;471.38;-6.6192000448E10;2.07073828564E11;6.24883019222E11;3.209530695002E12;1.979855004312E12;4.75372154415E11;2.07073828564E11;1.03232621901E12;6.17506021901E11;2.99159603773E11;7.33166615237E11;3.919243683748E12;3.300848622529E12;6.18395061219E11;1.939388679436E12;1.43022906804E11;4.241856914012E12;3.34248296298E11;4.82911781404E11;476.7;-1.09110546445E11;2.41769133495E11;6.7718631178E11;3.901792259235E12;2.575390271556E12;5.30693880588E11;2.41769133495E11;1.029761512235E12;6.24477421592E11;3.13674718507E11;7.16086793728E11;4.590737849889E12;3.928398773915E12;6.62339075974E11;2.015347578333E12;1.31645195386E11;4.93155377147E12;2.73902420086E11;4.27853321329E11;476.7;-1.16083333643E11;2.75536214576E11;1.040203617434E12;3.331181756133E12;3.495987886882E12;5.02706566446E11;2.75536214576E11;1.436025676913E12;9.17689903741E11;4.41460609696E11;9.94565067217E11;5.482234635262E12;4.847511375575E12;6.34723259687E11;1.98624674838E12;1.32016693241E11;4.767207433046E12
"SULI";2.1006017E7;1407997.0;-0.005281;-2252476.0;964395.0;2654836.0;5.5597323E7;1.6880576E7;9.8991041E7;964395.0;-3072864.0;-2.1056528E7;7863507.0;-1.0936371E7;8.5099322E7;-1.8091762E7;1.03191084E8;6.8218746E7;4200043.0;5.2524459E7;1.8520918E7;1212036.0;8.63E-4;-790276.0;1232538.0;-3716044.0;6.2048805E7;2.6325637E7;1.00694422E8;1232538.0;9347424.0;3439501.0;1.0072942E7;-725518.0;8.9708022E7;-1.4525373E7;1.04233395E8;6.3382385E7;3538973.0;7.1396229E7;1.5385156E7;589975.0;0.003713;-3374626.0;1724536.0;4873987.0;4.6807408E7;2.056003E7;3.724505E7;1724536.0;1.2067055E7;1.5141316E7;7445356.0;4621699.0;6.155068E7;2.229486E7;3.925582E7;4.099065E7;2010770.0;5.8874463E7;2.0144027E7;372627.0;0.003713;-264927.0;769884.0;95996.0;1.5668116E7;1.0985382E7;4.259407E7;769884.0;-157673.0;-1.412833E7;5559868.0;-5717541.0;5.3030906E7;8963505.0;4.4067401E7;4.2045524E7;1473331.0;1.5510443E7
"SUPR";1.5201E10;6.14221E11;167.0;-4.14618E11;2.37176E11;1.502448E12;7.35517E11;1.444271E12;1.721016E12;2.37176E11;1.186634E12;1.8965E11;2.26949E11;9.59685E11;1.1156376E13;1.814697E12;9.341679E12;9.712105E12;7.620663E12;1.922151E12;3.4136E10;5.11522E11;-61.0;-3.94795E11;5.93415E11;1.567305E12;5.98897E11;1.932729E12;2.700564E12;5.93415E11;1.477068E12;-6.8954E10;1.83899E11;1.293169E12;1.16351E13;3.210544E12;8.424556E12;9.702371E12;5.723992E12;2.075965E12;3.4646E10;5.12434E11;823.0;-3.15111E11;2.361E9;1.608359E12;4.43201E11;7.27964E11;2.145801E12;2.361E9;1.445056E12;9.36343E11;1.37566E11;1.30749E12;9.601515E12;4.581075E12;5.02044E12;8.873551E12;2.874639E12;1.888257E12;7.0364E10;7.54552E11;823.0;-2.46134E11;5.253E9;1.639238E12;4.65236E11;9.462E11;3.363726E12;5.253E9;1.426849E12;1.128336E12;1.02288E11;1.324561E12;9.885582E12;5.711649E12;4.173933E12;8.939382E12;8.10207E11;1.892085E12
"SURE";3.6931703459E10;2.5907914768E10;-13.0;-4.3217831568E10;4.90203564632E11;4.771274342E9;2.19811513461E11;5.40587740453E11;7.6899627855E10;4.90203564632E11;1.15744738239E11;-1.9566279044E10;8.1649924313E10;3.4094813926E10;1.093996495741E12;6.04315136804E11;4.89681358937E11;5.53408755288E11;4.12781731082E11;3.355562517E11;3.0383954647E10;2.570041207E10;-38.0;-6.5070999489E10;3.82783673777E11;-2.566495538E10;2.76063388582E11;4.25376340489E11;5.8478126138E10;3.82783673777E11;6.3243014793E10;-5.667138287E10;9.7310681053E10;-3.406766626E10;9.97439630855E11;5.34788739376E11;4.62650891479E11;5.72063290366E11;4.04172765341E11;3.39306403375E11;4.0360688704E10;3.4760963975E10;-45.0;-9.7906075917E10;2.31851109102E11;-3.4861888005E10;3.16068184238E11;3.54832585516E11;8.024143643E10;2.31851109102E11;5.8063236213E10;-6.6827851096E10;1.14615849014E11;-5.6552612801E10;9.61382427552E11;4.5303419904E11;5.08348228512E11;6.06549842036E11;4.28106792082E11;3.74131420451E11;5.0841376541E10;2.1851253381E10;-45.0;-2.82485243615E11;2.1647461204E10;-7.1350778201E10;3.1175987411E11;2.19777659145E11;9.5963679228E10;2.1647461204E10;-7.203278315E9;-1.17306657087E11;1.19843361741E11;-1.27046640056E11;9.83779522672E11;4.63471811949E11;5.20307710723E11;7.64001863527E11;4.24344031495E11;3.04556595795E11
"SURI";3.6599986031E10;6.145011536E10;4.550343;-2.94566212E9;5.4255893211E10;1.1960588106E10;2.61096770622E11;1.66067398958E11;1.39877891181E11;5.4255893211E10;5.2276318853E10;2.8823579996E10;1.856254447E10;3.3713774383E10;2.20931954148E11;6.6806878801E10;1.54125075347E11;5.486455519E10;1.4247184166E10;3.13373089475E11;4.1896008159E10;6.995594857E10;4.171949;-1.826425858E10;2.37211589E8;9.700759213E9;2.82495461168E11;1.46649768991E11;1.18077091479E11;2.37211589E8;5.5631160585E10;2.6426688263E10;2.1129230231E10;3.4501930354E10;2.16078571773E11;9.3256857685E10;1.22821714088E11;6.9428802782E10;4.744622609E9;3.38126621753E11;3.5761686159E10;2.4889333951E10;1.614401;-2.8315E7;2.92151566E8;7.016327947E9;7.7965819594E10;1.19461251659E11;7.8793664015E10;2.92151566E8;1.5361115677E10;1.0226219024E10;2.0518470549E10;-5.157354872E9;1.87796261619E11;1.03442973857E11;8.4353287762E10;6.833500996E10;5.559623747E9;9.3326935271E10;2.5733372136E10;4.4687386606E10;1.614401;-5.01393405E10;6.9917711394E10;-9.3459020133E10;6.6783701107E10;2.93484518204E11;5.6513639722E10;6.9917711394E10;1.4934458141E10;5.468363215E9;1.3963692671E10;9.7076547E8;4.07959723999E11;3.46572800499E11;6.13869235E10;1.14475205795E11;4.873283778E9;8.1718159248E10
"TAMU";826491.0;3365062.0;-2.5E-5;-119952.0;2612659.0;6142724.0;1.3047336E7;8408945.0;5642451.0;2612659.0;2173466.0;-929227.0;1106365.0;1067101.0;8.2020708E7;4.021001E7;4.1810698E7;7.3611763E7;3.6168247E7;1.5220802E7;288916.0;3624334.0;-0.00118;-446101.0;1205837.0;4209806.0;1.1125173E7;9060596.0;4552365.0;1205837.0;252547.0;-4427862.0;1284472.0;-1031925.0;7.0640744E7;3.5789668E7;3.4851076E7;6.1580148E7;3.0298711E7;1.137772E7;733735.0;3291769.0;-0.0013;-211819.0;2253815.0;1760728.0;1.0855004E7;9701560.0;6161539.0;2253815.0;377938.0;-4872918.0;2959115.0;-2581177.0;6.3178145E7;3.092995E7;3.2248195E7;5.3476585E7;2.6086656E7;1.1232942E7;2021276.0;3538995.0;-0.0013;-274502.0;2385330.0;6151138.0;1.0160372E7;1.1974597E7;9882560.0;2385330.0;1060375.0;-4998297.0;2069175.0;-1008800.0;5.6199678E7;2.5938289E7;3.0261389E7;4.4225081E7;2.0378829E7;1.1220747E7
"TAPG";3.8458E11;1.20009E11;45.89176;-4.48875E11;1.489961E12;1.551861E12;3.872987E12;2.572084E12;1.913632E12;1.489961E12;1.392798E12;9.11068E11;4.7043E11;9.22368E11;1.232397E13;6.656282E12;5.667688E12;9.751886E12;3.754056E12;5.265785E12;2.67317E11;5.9756E10;59.0;-4.79394E11;1.280238E12;1.455015E12;4.662334E12;2.473845E12;1.604503E12;1.280238E12;1.615789E12;1.159036E12;5.07198E11;1.108591E12;1.2446326E13;7.796011E12;4.650315E12;9.972481E12;3.045812E12;6.278123E12;4.89187E11;1.21265E11;150.0;-7.38152E11;1.957773E12;3.17548E12;5.629777E12;3.679197E12;2.093814E12;1.957773E12;3.715864E12;2.98112E12;6.27199E11;3.088665E12;1.4526124E13;1.0412744E13;4.11338E12;1.0846927E13;2.019566E12;9.345641E12;3.4454E11;8.502E10;81.0;-8.02438E11;1.006796E12;1.569363E12;6.10859E12;2.445565E12;1.958582E12;1.006796E12;2.217297E12;1.608217E12;8.20166E11;1.397131E12;1.3867387E13;1.133954E13;2.527847E12;1.1421822E13;5.69265E11;8.325887E12
"TARA";0.0;0.0;-1.26;-1.085E7;3.000420922E9;3.3172508052E10;2.628522E9;1.1529141728E10;4.4834819421E10;3.000420922E9;6.290306413E9;-1.2665512779E10;7.803614891E9;-1.513308478E9;1.08659747137E12;1.041195429921E12;4.5402041449E10;1.075068329642E12;5.67222028E8;8.918828413E9;0.0;0.0;2.04;-1.085E7;2.018964271E10;1.849365892E10;1.9550581232E10;3.5297097624E10;2.2071976952E10;2.68964271E9;2.8257133292E10;2.0508337099E10;5.760577457E9;2.2496555835E10;1.085232564474E12;1.062688781609E12;2.2543782865E10;1.04993546685E12;4.71805913E8;4.7807714524E10;0.0;0.0;-0.31;-1.085E7;1.62088E10;-3.973359917E9;1.117854E9;2.9688253807E10;2.0069386892E10;3.7088E9;1.609418E9;-3.106671557E9;5.21176785E9;-3.60234985E9;1.080248725557E12;1.059641445506E12;2.0607280051E10;1.05056047175E12;5.37893159E8;2.727272E9;0.0;0.0;-0.31;-1.085E7;1.517424801E10;-5.3180649E8;1.4532102E9;2.7213431217E10;2.0601857592E10;2.67424801E9;2.0922434E9;-2.677123127E9;5.031425019E9;-2.939181619E9;1.07825950158E12;1.05702308685E12;2.123641473E10;1.051046070363E12;6.34557138E8;3.5454536E9
"TAXI";5.988694E9;2.3933258E10;-8.64;-4.312179E9;2.2468839E10;2.1776148E10;9.5435084E10;1.60199112E11;5.8295884E11;2.2468839E10;-7.389345E10;-5.312697E10;1.8270495E10;-9.2163945E10;2.43302339E11;-5.20326619E11;7.63628958E11;8.3103227E10;1.80670118E11;2.1541634E10;2.03405E8;1.8447199E10;18.45;-4.312179E9;1.6014447E10;-6.507597E9;2.2469521E10;8.1644827E10;1.1342151E10;1.6014447E10;-1.520646E10;1.88639148E11;9.862843E9;-2.5069303E10;9.1040495E10;7.6068261E10;1.4972234E10;9.395668E9;3.630083E9;7.263061E9;1.90999E8;1.0858391E10;-1.46;-4.312179E9;9.588071E9;-6.817223E9;8.638993E9;6.7573227E10;8.793676E9;9.588071E9;-5.690489E9;-1.4892119E10;8.826501E9;-1.451699E10;7.3091558E10;6.1427061E10;1.1664497E10;5.518331E9;2.870821E9;2.948504E9;1.90999E8;1.0858391E10;-1.46;-4.312179E9;9.588071E9;-6.817223E9;8.638993E9;6.7573227E10;8.793676E9;9.588071E9;-5.690489E9;-1.4892119E10;8.826501E9;-1.451699E10;7.3091558E10;6.1427061E10;1.1664497E10;5.518331E9;2.870821E9;2.948504E9
"TBIG";5.71E11;7.10722E11;48.4;-1.964831E12;9.47341E11;3.786457E12;1.093065E12;3.227394E12;1.3777876E13;9.47341E11;4.234624E12;1.009625E12;4.42433E11;3.792191E12;3.6521303E13;9.303838E12;2.7217465E13;3.3293909E13;1.3439589E13;5.327689E12;3.7435E10;5.38715E11;74.25;-7.001036E12;6.29125E11;4.465282E12;1.47278E12;3.021253E12;8.432425E12;6.29125E11;4.706804E12;1.548975E12;4.0316E11;4.303644E12;4.1870435E13;9.789238E12;3.2081197E13;3.8849182E13;2.3648772E13;6.179584E12;2.55607E11;2.70041E11;73.44;-3.900305E12;9.66386E11;4.809339E12;1.783325E12;3.565804E12;8.728182E12;9.66386E11;4.741044E12;1.637579E12;4.8357E11;4.257474E12;4.3139968E13;1.0920383E13;3.2219585E13;3.9574164E13;2.3491403E13;6.524369E12;1.82971E11;1.685757E12;69.11;-2.695231E12;8.00857E11;4.381589E12;1.902397E12;5.257597E12;1.5257626E13;8.00857E11;4.738248E12;1.560307E12;5.30687E11;4.207561E12;4.6966466E13;1.2361027E13;3.4605439E13;4.1708869E13;1.9347813E13;6.640645E12
"TBLA";1.765286E12;3.012857E12;126.555354;-1.382216E12;4.79577E11;3.8235E10;8.239389E12;8.027179E12;5.385025E12;4.79577E11;2.623867E12;6.78029E11;7.98845E11;1.825022E12;1.9431293E13;5.888856E12;1.3542437E13;1.1404114E13;8.157412E12;1.0863256E13;3.174341E12;3.456927E12;148.682556;-1.133017E12;6.90152E11;1.53195E12;1.2832503E13;9.293506E12;6.208185E12;6.90152E11;3.139713E12;7.94719E11;1.147972E12;1.991741E12;2.1084017E13;6.492354E12;1.4591663E13;1.1790511E13;8.383478E12;1.5972216E13;4.495158E12;3.566953E12;151.74;-1.293809E12;5.90584E11;1.023209E12;1.3105237E13;1.1374948E13;9.48574E12;5.90584E11;3.474723E12;8.00689E11;1.267656E12;2.207067E12;2.3673644E13;6.832234E12;1.684141E13;1.2298696E13;7.35567E12;1.657996E13;4.495158E12;3.566953E12;151.74;-1.293809E12;5.90584E11;1.023209E12;1.3105237E13;1.1374948E13;9.48574E12;5.90584E11;3.474723E12;8.00689E11;1.043364E12;1.877953E12;2.3673644E13;6.832234E12;1.684141E13;1.2298696E13;7.35567E12;1.657996E13
"TCID";5.1594810361E10;3.43063537281E11;-241.5;-5.1276393015E10;4.67465488205E11;3.13097294375E11;1.567589911117E12;1.361073330402E12;1.47595397122E11;4.67465488205E11;3.14554213712E11;-9.7132842436E10;4.28071180675E11;-1.13516966963E11;2.333947582106E12;1.865299365895E12;4.68648216211E11;9.72874251704E11;3.21052819089E11;1.882144124829E12;8.2840902063E10;3.68214599317E11;-188.0;-5.342530717E10;5.54614345575E11;1.50138898133E11;1.548732216444E12;1.437357374823E12;1.76837470021E11;5.54614345575E11;3.05655840797E11;-7.5681611231E10;4.04462456147E11;-9.880661535E10;2.30080486496E12;1.819848695714E12;4.80956169246E11;8.63447490137E11;3.04118699225E11;1.850311080131E12;9.1632115654E10;3.58632132266E11;92.0;-5.9244995796E10;5.73375511248E11;9.0067736824E10;1.633386491498E12;1.594565567872E12;2.21011501094E11;5.73375511248E11;4.11435311613E11;1.8467723999E10;4.0506998618E11;6.365325433E9;2.380657918106E12;1.854787914762E12;5.25870003344E11;7.86092350234E11;3.0485850225E11;2.044821803111E12;6.1831034939E10;4.13328427197E11;92.0;-7.3919827415E10;7.27237002645E11;2.23917047804E11;1.64384895834E12;1.639341193231E12;1.75292096974E11;7.27237002645E11;4.06611104103E11;3.8116433207E10;4.04953621589E11;1.657482514E9;2.391566509438E12;1.885787335302E12;5.05779174136E11;7.52225316207E11;3.30487077162E11;2.050460062443E12
"TCPI";2.4091E11;5.76133E11;11.0;-1.09525E11;3.4134E10;2.95509E11;1.364217E12;7.71851E11;9.36229E11;3.4134E10;3.08151E11;5.613E10;1.08478E11;1.99673E11;2.752211E12;1.431558E12;1.320653E12;1.98036E12;3.84424E11;1.672368E12;2.52989E11;4.632E11;16.0;-3.12921E11;1.315E11;4.43142E11;1.348278E12;7.62722E11;9.5493E11;1.315E11;3.22551E11;7.8745E10;1.06806E11;2.15745E11;2.847296E12;1.540273E12;1.307023E12;2.084574E12;3.52093E11;1.670829E12;1.51821E11;3.93801E11;22.0;-3.06977E11;7.9252E10;4.37792E11;1.383758E12;7.02956E11;8.59876E11;7.9252E10;3.74373E11;1.08626E11;1.26872E11;2.47501E11;2.809869E12;1.648024E12;1.161845E12;2.106913E12;3.01969E11;1.758131E12;1.80458E11;5.16905E11;22.0;-7.02644E11;7.2816E10;5.35835E11;1.348819E12;8.00686E11;8.8908E11;7.2816E10;4.76765E11;1.81365E11;1.48651E11;3.28114E11;3.509253E12;2.09594E12;1.413313E12;2.708567E12;5.24233E11;1.825584E12
